country,nuts_1,nuts_2,cases,deaths,hospitalized,intensive_care,datetime
BE,Wallonia,Luxembourg,1765.0,,1.0,0.0,2020-08-18
BE,Wallonia,BrabantWallon,1930.0,,1.0,0.0,2020-08-18
BE,MISSING,MISSING,1961.0,,,,2020-08-18
BE,Wallonia,Namur,2937.0,,11.0,1.0,2020-08-18
BE,Flanders,VlaamsBrabant,6556.0,,9.0,4.0,2020-08-18
BE,Flanders,Limburg,7550.0,,11.0,3.0,2020-08-18
BE,Flanders,WestVlaanderen,8125.0,,19.0,3.0,2020-08-18
BE,Wallonia,Hainaut,8302.0,,18.0,2.0,2020-08-18
BE,Flanders,OostVlaanderen,8369.0,,25.0,4.0,2020-08-18
BE,Wallonia,Liège,8733.0,,38.0,12.0,2020-08-18
BE,Brussels,Brussels,9196.0,,99.0,25.0,2020-08-18
BE,Flanders,Antwerpen,14574.0,,103.0,35.0,2020-08-18
