country,nuts_1,nuts_2,cases,deaths,hospitalized,intensive_care,datetime
BE,Wallonia,Luxembourg,3006.0,,12.0,4.0,2020-10-05
BE,MISSING,MISSING,3468.0,,,,2020-10-05
BE,Wallonia,BrabantWallon,4774.0,,9.0,2.0,2020-10-05
BE,Wallonia,Namur,5388.0,,21.0,5.0,2020-10-05
BE,Flanders,Limburg,9580.0,,33.0,8.0,2020-10-05
BE,Flanders,WestVlaanderen,11108.0,,38.0,14.0,2020-10-05
BE,Flanders,VlaamsBrabant,11828.0,,38.0,8.0,2020-10-05
BE,Flanders,OostVlaanderen,13012.0,,93.0,18.0,2020-10-05
BE,Wallonia,Hainaut,14929.0,,125.0,19.0,2020-10-05
BE,Wallonia,Liège,16536.0,,140.0,29.0,2020-10-05
BE,Brussels,Brussels,22609.0,,260.0,55.0,2020-10-05
BE,Flanders,Antwerpen,23976.0,,168.0,33.0,2020-10-05
