country,nuts_1,nuts_2,cases,deaths,hospitalized,intensive_care,datetime
BE,MISSING,MISSING,7329.0,,,,2020-10-30
BE,Wallonia,Luxembourg,11885.0,,161.0,30.0,2020-10-30
BE,Flanders,Limburg,18425.0,,232.0,57.0,2020-10-30
BE,Wallonia,BrabantWallon,18597.0,,141.0,16.0,2020-10-30
BE,Wallonia,Namur,24535.0,,349.0,56.0,2020-10-30
BE,Flanders,WestVlaanderen,31368.0,,583.0,100.0,2020-10-30
BE,Flanders,VlaamsBrabant,35194.0,,213.0,51.0,2020-10-30
BE,Flanders,OostVlaanderen,38063.0,,703.0,135.0,2020-10-30
BE,Flanders,Antwerpen,52335.0,,642.0,127.0,2020-10-30
BE,Brussels,Brussels,63665.0,,1052.0,175.0,2020-10-30
BE,Wallonia,Hainaut,68102.0,,1208.0,182.0,2020-10-30
BE,Wallonia,Liège,72822.0,,1155.0,176.0,2020-10-30
