country,nuts_1,nuts_2,cases,deaths,hospitalized,intensive_care,datetime
BE,MISSING,MISSING,1070.0,,,,2020-05-01
BE,Wallonia,Luxembourg,1282.0,,54.0,11.0,2020-05-01
BE,Wallonia,BrabantWallon,1288.0,,35.0,11.0,2020-05-01
BE,Wallonia,Namur,1943.0,,115.0,26.0,2020-05-01
BE,Flanders,VlaamsBrabant,4795.0,,136.0,30.0,2020-05-01
BE,Brussels,Brussels,5195.0,,574.0,129.0,2020-05-01
BE,Flanders,WestVlaanderen,5410.0,,370.0,74.0,2020-05-01
BE,Flanders,Limburg,5480.0,,255.0,57.0,2020-05-01
BE,Flanders,OostVlaanderen,5793.0,,344.0,94.0,2020-05-01
BE,Wallonia,Hainaut,5871.0,,429.0,68.0,2020-05-01
BE,Wallonia,Liège,6197.0,,273.0,66.0,2020-05-01
BE,Flanders,Antwerpen,6469.0,,524.0,124.0,2020-05-01
