country,nuts_1,nuts_2,cases,deaths,hospitalized,intensive_care,datetime
BE,Wallonia,Luxembourg,1795.0,,0.0,0.0,2020-08-21
BE,Wallonia,BrabantWallon,1974.0,,1.0,0.0,2020-08-21
BE,MISSING,MISSING,2033.0,,,,2020-08-21
BE,Wallonia,Namur,2984.0,,7.0,1.0,2020-08-21
BE,Flanders,VlaamsBrabant,6721.0,,9.0,4.0,2020-08-21
BE,Flanders,Limburg,7646.0,,11.0,3.0,2020-08-21
BE,Flanders,WestVlaanderen,8205.0,,12.0,3.0,2020-08-21
BE,Wallonia,Hainaut,8517.0,,11.0,1.0,2020-08-21
BE,Flanders,OostVlaanderen,8528.0,,24.0,1.0,2020-08-21
BE,Wallonia,Liège,8880.0,,30.0,11.0,2020-08-21
BE,Brussels,Brussels,9709.0,,110.0,30.0,2020-08-21
BE,Flanders,Antwerpen,15049.0,,99.0,30.0,2020-08-21
