country,nuts_1,nuts_2,cases,deaths,hospitalized,intensive_care,datetime
BE,Wallonia,Luxembourg,1754.0,,1.0,0.0,2020-08-17
BE,Wallonia,BrabantWallon,1909.0,,2.0,0.0,2020-08-17
BE,MISSING,MISSING,1949.0,,,,2020-08-17
BE,Wallonia,Namur,2899.0,,15.0,1.0,2020-08-17
BE,Flanders,VlaamsBrabant,6512.0,,11.0,4.0,2020-08-17
BE,Flanders,Limburg,7524.0,,11.0,5.0,2020-08-17
BE,Flanders,WestVlaanderen,8112.0,,20.0,2.0,2020-08-17
BE,Wallonia,Hainaut,8281.0,,22.0,2.0,2020-08-17
BE,Flanders,OostVlaanderen,8321.0,,25.0,6.0,2020-08-17
BE,Wallonia,Liège,8703.0,,38.0,12.0,2020-08-17
BE,Brussels,Brussels,9021.0,,91.0,23.0,2020-08-17
BE,Flanders,Antwerpen,14543.0,,105.0,36.0,2020-08-17
