country,nuts_1,nuts_2,cases,deaths,hospitalized,intensive_care,datetime
BE,MISSING,MISSING,9536.0,,,,2020-11-28
BE,Wallonia,Luxembourg,16251.0,,107.0,27.0,2020-11-28
BE,Wallonia,BrabantWallon,23153.0,,60.0,8.0,2020-11-28
BE,Flanders,Limburg,24334.0,,189.0,50.0,2020-11-28
BE,Wallonia,Namur,32379.0,,179.0,57.0,2020-11-28
BE,Flanders,VlaamsBrabant,43972.0,,170.0,48.0,2020-11-28
BE,Flanders,WestVlaanderen,44335.0,,463.0,86.0,2020-11-28
BE,Flanders,OostVlaanderen,53981.0,,563.0,115.0,2020-11-28
BE,Flanders,Antwerpen,67811.0,,576.0,130.0,2020-11-28
BE,Brussels,Brussels,76486.0,,556.0,155.0,2020-11-28
BE,Wallonia,Liège,91634.0,,456.0,118.0,2020-11-28
BE,Wallonia,Hainaut,93438.0,,675.0,152.0,2020-11-28
