country,nuts_1,nuts_2,cases,deaths,hospitalized,intensive_care,datetime
BE,MISSING,MISSING,1387.0,,,,2020-06-20
BE,Wallonia,Luxembourg,1439.0,,9.0,0.0,2020-06-20
BE,Wallonia,BrabantWallon,1502.0,,0.0,0.0,2020-06-20
BE,Wallonia,Namur,2338.0,,7.0,0.0,2020-06-20
BE,Flanders,VlaamsBrabant,5475.0,,11.0,2.0,2020-06-20
BE,Brussels,Brussels,6226.0,,71.0,17.0,2020-06-20
BE,Flanders,Limburg,6531.0,,22.0,5.0,2020-06-20
BE,Wallonia,Hainaut,6799.0,,35.0,4.0,2020-06-20
BE,Flanders,OostVlaanderen,6820.0,,27.0,3.0,2020-06-20
BE,Flanders,WestVlaanderen,6859.0,,44.0,6.0,2020-06-20
BE,Wallonia,Liège,6991.0,,18.0,4.0,2020-06-20
BE,Flanders,Antwerpen,8447.0,,48.0,12.0,2020-06-20
