country,nuts_1,nuts_2,cases,deaths,hospitalized,intensive_care,datetime
BE,MISSING,MISSING,4761.0,,,,2020-10-16
BE,Wallonia,Luxembourg,5793.0,,48.0,9.0,2020-10-16
BE,Wallonia,BrabantWallon,9720.0,,25.0,5.0,2020-10-16
BE,Wallonia,Namur,11208.0,,112.0,22.0,2020-10-16
BE,Flanders,Limburg,12111.0,,60.0,14.0,2020-10-16
BE,Flanders,WestVlaanderen,16183.0,,139.0,24.0,2020-10-16
BE,Flanders,OostVlaanderen,19161.0,,199.0,36.0,2020-10-16
BE,Flanders,VlaamsBrabant,19690.0,,67.0,13.0,2020-10-16
BE,Wallonia,Hainaut,30252.0,,338.0,50.0,2020-10-16
BE,Flanders,Antwerpen,32995.0,,287.0,48.0,2020-10-16
BE,Wallonia,Liège,34381.0,,413.0,65.0,2020-10-16
BE,Brussels,Brussels,37929.0,,411.0,72.0,2020-10-16
