country,nuts_1,nuts_2,cases,deaths,hospitalized,intensive_care,datetime
BE,Wallonia,Luxembourg,2151.0,,8.0,1.0,2020-09-20
BE,MISSING,MISSING,2638.0,,,,2020-09-20
BE,Wallonia,BrabantWallon,2985.0,,3.0,1.0,2020-09-20
BE,Wallonia,Namur,3634.0,,4.0,1.0,2020-09-20
BE,Flanders,Limburg,8554.0,,14.0,3.0,2020-09-20
BE,Flanders,VlaamsBrabant,8671.0,,12.0,2.0,2020-09-20
BE,Flanders,WestVlaanderen,9405.0,,31.0,3.0,2020-09-20
BE,Flanders,OostVlaanderen,10570.0,,45.0,6.0,2020-09-20
BE,Wallonia,Hainaut,10590.0,,47.0,6.0,2020-09-20
BE,Wallonia,Liège,11704.0,,61.0,14.0,2020-09-20
BE,Brussels,Brussels,15059.0,,124.0,22.0,2020-09-20
BE,Flanders,Antwerpen,19362.0,,83.0,18.0,2020-09-20
