country,nuts_1,nuts_2,cases,deaths,hospitalized,intensive_care,datetime
BE,MISSING,MISSING,1494.0,,,,2020-07-22
BE,Wallonia,Luxembourg,1564.0,,2.0,0.0,2020-07-22
BE,Wallonia,BrabantWallon,1579.0,,1.0,0.0,2020-07-22
BE,Wallonia,Namur,2417.0,,4.0,0.0,2020-07-22
BE,Flanders,VlaamsBrabant,5723.0,,5.0,2.0,2020-07-22
BE,Brussels,Brussels,6722.0,,26.0,8.0,2020-07-22
BE,Flanders,Limburg,6901.0,,12.0,2.0,2020-07-22
BE,Flanders,OostVlaanderen,7123.0,,14.0,0.0,2020-07-22
BE,Wallonia,Hainaut,7168.0,,18.0,6.0,2020-07-22
BE,Wallonia,Liège,7272.0,,13.0,5.0,2020-07-22
BE,Flanders,WestVlaanderen,7409.0,,51.0,7.0,2020-07-22
BE,Flanders,Antwerpen,9902.0,,45.0,11.0,2020-07-22
