country,nuts_1,nuts_2,cases,deaths,hospitalized,intensive_care,datetime
BE,Wallonia,Luxembourg,1408.0,,10.0,0.0,2020-06-06
BE,Wallonia,BrabantWallon,1466.0,,2.0,0.0,2020-06-06
BE,Flanders,VlaamsBrabant,5365.0,,16.0,2.0,2020-06-06
BE,Brussels,Brussels,6035.0,,126.0,30.0,2020-06-06
BE,Flanders,Limburg,6372.0,,51.0,11.0,2020-06-06
BE,Wallonia,Hainaut,6646.0,,45.0,4.0,2020-06-06
BE,Flanders,WestVlaanderen,6674.0,,103.0,19.0,2020-06-06
BE,Flanders,OostVlaanderen,6704.0,,66.0,11.0,2020-06-06
BE,Wallonia,Liège,6888.0,,49.0,9.0,2020-06-06
BE,Flanders,Antwerpen,8216.0,,86.0,22.0,2020-06-06
BE,Flanders,,,2645.0,,,2020-06-06
BE,Wallonia,Namur,,,19.0,3.0,2020-06-06
