country,nuts_1,nuts_2,cases,deaths,hospitalized,intensive_care,datetime
BE,MISSING,MISSING,1338.0,,,,2020-06-05
BE,Wallonia,Luxembourg,1407.0,,10.0,0.0,2020-06-05
BE,Wallonia,BrabantWallon,1462.0,,3.0,0.0,2020-06-05
BE,Wallonia,Namur,2312.0,,17.0,2.0,2020-06-05
BE,Flanders,VlaamsBrabant,5359.0,,16.0,2.0,2020-06-05
BE,Brussels,Brussels,6032.0,,132.0,32.0,2020-06-05
BE,Flanders,Limburg,6354.0,,58.0,12.0,2020-06-05
BE,Wallonia,Hainaut,6640.0,,57.0,5.0,2020-06-05
BE,Flanders,WestVlaanderen,6666.0,,117.0,21.0,2020-06-05
BE,Flanders,OostVlaanderen,6697.0,,81.0,12.0,2020-06-05
BE,Wallonia,Liège,6835.0,,59.0,10.0,2020-06-05
BE,Flanders,Antwerpen,8202.0,,95.0,25.0,2020-06-05
BE,Wallonia,,,57.0,,,2020-06-05
