country,nuts_1,nuts_2,cases,deaths,hospitalized,intensive_care,datetime
BE,MISSING,MISSING,1403.0,,,,2020-06-10
BE,Wallonia,Luxembourg,1419.0,,7.0,0.0,2020-06-10
BE,Wallonia,BrabantWallon,1503.0,,2.0,0.0,2020-06-10
BE,Wallonia,Namur,2331.0,,15.0,2.0,2020-06-10
BE,Flanders,VlaamsBrabant,5420.0,,17.0,4.0,2020-06-10
BE,Brussels,Brussels,6159.0,,122.0,32.0,2020-06-10
BE,Flanders,Limburg,6432.0,,47.0,10.0,2020-06-10
BE,Wallonia,Hainaut,6708.0,,41.0,3.0,2020-06-10
BE,Flanders,WestVlaanderen,6717.0,,76.0,11.0,2020-06-10
BE,Flanders,OostVlaanderen,6753.0,,50.0,10.0,2020-06-10
BE,Wallonia,Liège,6923.0,,46.0,8.0,2020-06-10
BE,Flanders,Antwerpen,8284.0,,61.0,19.0,2020-06-10
