country,nuts_1,nuts_2,cases,deaths,hospitalized,intensive_care,datetime
BE,MISSING,MISSING,1339.0,,,,2020-06-04
BE,Wallonia,Luxembourg,1405.0,,10.0,0.0,2020-06-04
BE,Wallonia,BrabantWallon,1459.0,,3.0,0.0,2020-06-04
BE,Wallonia,Namur,2306.0,,24.0,4.0,2020-06-04
BE,Flanders,VlaamsBrabant,5345.0,,18.0,3.0,2020-06-04
BE,Brussels,Brussels,6007.0,,139.0,36.0,2020-06-04
BE,Flanders,Limburg,6331.0,,63.0,13.0,2020-06-04
BE,Wallonia,Hainaut,6621.0,,64.0,6.0,2020-06-04
BE,Flanders,WestVlaanderen,6660.0,,125.0,22.0,2020-06-04
BE,Flanders,OostVlaanderen,6685.0,,83.0,13.0,2020-06-04
BE,Wallonia,Liège,6862.0,,68.0,12.0,2020-06-04
BE,Flanders,Antwerpen,8184.0,,105.0,28.0,2020-06-04
BE,Flanders,,,2640.0,,,2020-06-04
