country,nuts_1,nuts_2,cases,deaths,hospitalized,intensive_care,datetime
BE,MISSING,MISSING,642.0,,,,2020-04-11
BE,Wallonia,BrabantWallon,812.0,,67.0,15.0,2020-04-11
BE,Wallonia,Luxembourg,919.0,,112.0,21.0,2020-04-11
BE,Wallonia,Namur,1083.0,,188.0,50.0,2020-04-11
BE,Brussels,Brussels,3379.0,,798.0,179.0,2020-04-11
BE,Flanders,VlaamsBrabant,3441.0,,285.0,74.0,2020-04-11
BE,Wallonia,Hainaut,3529.0,,764.0,145.0,2020-04-11
BE,Wallonia,Liège,3803.0,,593.0,155.0,2020-04-11
BE,Flanders,WestVlaanderen,3816.0,,633.0,119.0,2020-04-11
BE,Flanders,Limburg,4088.0,,450.0,94.0,2020-04-11
BE,Flanders,OostVlaanderen,4113.0,,652.0,172.0,2020-04-11
BE,Flanders,Antwerpen,4178.0,,895.0,208.0,2020-04-11
BE,Wallonia,,,15.0,,,2020-04-11
BE,Flanders,,,1029.0,,,2020-04-11
