country,nuts_1,nuts_2,cases,deaths,hospitalized,intensive_care,datetime
BE,MISSING,MISSING,1239.0,,,,2020-05-15
BE,Wallonia,Luxembourg,1358.0,,31.0,3.0,2020-05-15
BE,Wallonia,BrabantWallon,1401.0,,17.0,4.0,2020-05-15
BE,Wallonia,Namur,2226.0,,82.0,16.0,2020-05-15
BE,Flanders,VlaamsBrabant,5153.0,,74.0,17.0,2020-05-15
BE,Brussels,Brussels,5676.0,,298.0,66.0,2020-05-15
BE,Flanders,Limburg,5921.0,,125.0,28.0,2020-05-15
BE,Flanders,WestVlaanderen,6216.0,,236.0,43.0,2020-05-15
BE,Flanders,OostVlaanderen,6277.0,,173.0,46.0,2020-05-15
BE,Wallonia,Hainaut,6426.0,,236.0,38.0,2020-05-15
BE,Wallonia,Liège,6654.0,,141.0,37.0,2020-05-15
BE,Flanders,Antwerpen,7592.0,,337.0,66.0,2020-05-15
