country,nuts_1,nuts_2,cases,deaths,hospitalized,intensive_care,datetime
BE,Wallonia,Luxembourg,1674.0,,1.0,0.0,2020-08-07
BE,Wallonia,BrabantWallon,1775.0,,0.0,0.0,2020-08-07
BE,MISSING,MISSING,1787.0,,,,2020-08-07
BE,Wallonia,Namur,2706.0,,7.0,2.0,2020-08-07
BE,Flanders,VlaamsBrabant,6178.0,,7.0,4.0,2020-08-07
BE,Flanders,Limburg,7318.0,,12.0,3.0,2020-08-07
BE,Wallonia,Hainaut,7890.0,,24.0,9.0,2020-08-07
BE,Flanders,OostVlaanderen,7893.0,,19.0,3.0,2020-08-07
BE,Brussels,Brussels,7894.0,,69.0,12.0,2020-08-07
BE,Flanders,WestVlaanderen,7903.0,,20.0,2.0,2020-08-07
BE,Wallonia,Liège,8190.0,,34.0,8.0,2020-08-07
BE,Flanders,Antwerpen,13300.0,,92.0,26.0,2020-08-07
