country,nuts_1,nuts_2,cases,deaths,hospitalized,intensive_care,datetime
BE,MISSING,MISSING,1495.0,,,,2020-07-18
BE,Wallonia,Luxembourg,1547.0,,2.0,0.0,2020-07-18
BE,Wallonia,BrabantWallon,1592.0,,2.0,0.0,2020-07-18
BE,Wallonia,Namur,2403.0,,4.0,0.0,2020-07-18
BE,Flanders,VlaamsBrabant,5662.0,,7.0,2.0,2020-07-18
BE,Brussels,Brussels,6687.0,,21.0,6.0,2020-07-18
BE,Flanders,Limburg,6779.0,,13.0,2.0,2020-07-18
BE,Flanders,OostVlaanderen,7033.0,,10.0,2.0,2020-07-18
BE,Wallonia,Liège,7197.0,,9.0,2.0,2020-07-18
BE,Wallonia,Hainaut,7200.0,,13.0,3.0,2020-07-18
BE,Flanders,WestVlaanderen,7311.0,,48.0,4.0,2020-07-18
BE,Flanders,Antwerpen,9296.0,,32.0,9.0,2020-07-18
