country,nuts_1,nuts_2,cases,deaths,hospitalized,intensive_care,datetime
BE,MISSING,MISSING,3982.0,,,,2020-10-10
BE,Wallonia,Luxembourg,4053.0,,20.0,3.0,2020-10-10
BE,Wallonia,BrabantWallon,6634.0,,14.0,2.0,2020-10-10
BE,Wallonia,Namur,7509.0,,52.0,12.0,2020-10-10
BE,Flanders,Limburg,10384.0,,41.0,8.0,2020-10-10
BE,Flanders,WestVlaanderen,12551.0,,70.0,17.0,2020-10-10
BE,Flanders,VlaamsBrabant,14456.0,,46.0,11.0,2020-10-10
BE,Flanders,OostVlaanderen,14968.0,,114.0,18.0,2020-10-10
BE,Wallonia,Hainaut,19665.0,,154.0,23.0,2020-10-10
BE,Wallonia,Liège,22467.0,,220.0,35.0,2020-10-10
BE,Flanders,Antwerpen,27141.0,,206.0,37.0,2020-10-10
BE,Brussels,Brussels,28182.0,,320.0,60.0,2020-10-10
