country,nuts_1,nuts_2,cases,deaths,hospitalized,intensive_care,datetime
BE,Wallonia,BrabantWallon,1417.0,,12.0,2.0,2020-05-23
BE,Wallonia,Namur,2254.0,,59.0,13.0,2020-05-23
BE,Flanders,VlaamsBrabant,5229.0,,35.0,11.0,2020-05-23
BE,Brussels,Brussels,5804.0,,251.0,54.0,2020-05-23
BE,Flanders,Limburg,6112.0,,110.0,18.0,2020-05-23
BE,Wallonia,Hainaut,6428.0,,161.0,16.0,2020-05-23
BE,Flanders,WestVlaanderen,6456.0,,205.0,40.0,2020-05-23
BE,Flanders,OostVlaanderen,6480.0,,118.0,29.0,2020-05-23
BE,Wallonia,Liège,6751.0,,106.0,23.0,2020-05-23
BE,Flanders,Antwerpen,7891.0,,219.0,48.0,2020-05-23
BE,Flanders,,,2578.0,,,2020-05-23
BE,Wallonia,Luxembourg,,,20.0,2.0,2020-05-23
