country,nuts_1,nuts_2,cases,deaths,hospitalized,intensive_care,datetime
BE,MISSING,MISSING,10037.0,,,,2020-12-12
BE,Wallonia,Luxembourg,17343.0,,68.0,13.0,2020-12-12
BE,Wallonia,BrabantWallon,24048.0,,26.0,7.0,2020-12-12
BE,Flanders,Limburg,26424.0,,113.0,23.0,2020-12-12
BE,Wallonia,Namur,33721.0,,127.0,40.0,2020-12-12
BE,Flanders,VlaamsBrabant,46503.0,,139.0,35.0,2020-12-12
BE,Flanders,WestVlaanderen,48700.0,,390.0,63.0,2020-12-12
BE,Flanders,OostVlaanderen,58914.0,,415.0,80.0,2020-12-12
BE,Flanders,Antwerpen,72883.0,,482.0,95.0,2020-12-12
BE,Brussels,Brussels,78732.0,,349.0,104.0,2020-12-12
BE,Wallonia,Liège,94012.0,,253.0,70.0,2020-12-12
BE,Wallonia,Hainaut,97691.0,,410.0,97.0,2020-12-12
