country,nuts_1,nuts_2,cases,deaths,hospitalized,intensive_care,datetime
BE,Wallonia,Luxembourg,2213.0,,9.0,1.0,2020-09-22
BE,MISSING,MISSING,2730.0,,,,2020-09-22
BE,Wallonia,BrabantWallon,3174.0,,4.0,1.0,2020-09-22
BE,Wallonia,Namur,3786.0,,7.0,2.0,2020-09-22
BE,Flanders,Limburg,8677.0,,13.0,5.0,2020-09-22
BE,Flanders,VlaamsBrabant,9082.0,,13.0,3.0,2020-09-22
BE,Flanders,WestVlaanderen,9591.0,,37.0,6.0,2020-09-22
BE,Flanders,OostVlaanderen,10872.0,,54.0,9.0,2020-09-22
BE,Wallonia,Hainaut,11066.0,,60.0,7.0,2020-09-22
BE,Wallonia,Liège,12202.0,,58.0,14.0,2020-09-22
BE,Brussels,Brussels,15937.0,,155.0,32.0,2020-09-22
BE,Flanders,Antwerpen,20021.0,,95.0,14.0,2020-09-22
