country,nuts_1,nuts_2,cases,deaths,hospitalized,intensive_care,datetime
BE,MISSING,MISSING,1486.0,,,,2020-07-14
BE,Wallonia,Luxembourg,1505.0,,4.0,0.0,2020-07-14
BE,Wallonia,BrabantWallon,1583.0,,3.0,0.0,2020-07-14
BE,Wallonia,Namur,2396.0,,4.0,0.0,2020-07-14
BE,Flanders,VlaamsBrabant,5643.0,,8.0,2.0,2020-07-14
BE,Brussels,Brussels,6617.0,,27.0,8.0,2020-07-14
BE,Flanders,Limburg,6738.0,,13.0,2.0,2020-07-14
BE,Flanders,OostVlaanderen,7008.0,,11.0,2.0,2020-07-14
BE,Wallonia,Liège,7173.0,,9.0,2.0,2020-07-14
BE,Flanders,WestVlaanderen,7212.0,,38.0,3.0,2020-07-14
BE,Wallonia,Hainaut,7214.0,,10.0,0.0,2020-07-14
BE,Flanders,Antwerpen,9025.0,,20.0,8.0,2020-07-14
