country,nuts_1,nuts_2,cases,deaths,hospitalized,intensive_care,datetime
BE,Wallonia,Luxembourg,1833.0,,1.0,0.0,2020-08-28
BE,Wallonia,BrabantWallon,2078.0,,1.0,0.0,2020-08-28
BE,MISSING,MISSING,2123.0,,,,2020-08-28
BE,Wallonia,Namur,3076.0,,3.0,1.0,2020-08-28
BE,Flanders,VlaamsBrabant,6987.0,,15.0,8.0,2020-08-28
BE,Flanders,Limburg,7800.0,,7.0,2.0,2020-08-28
BE,Flanders,WestVlaanderen,8319.0,,13.0,1.0,2020-08-28
BE,Flanders,OostVlaanderen,8729.0,,18.0,3.0,2020-08-28
BE,Wallonia,Hainaut,8773.0,,16.0,0.0,2020-08-28
BE,Wallonia,Liège,9115.0,,25.0,11.0,2020-08-28
BE,Brussels,Brussels,10484.0,,89.0,26.0,2020-08-28
BE,Flanders,Antwerpen,15587.0,,64.0,25.0,2020-08-28
