country,nuts_1,nuts_2,cases,deaths,hospitalized,intensive_care,datetime
BE,MISSING,MISSING,10485.0,,,,2020-12-25
BE,Wallonia,Luxembourg,18150.0,,58.0,9.0,2020-12-25
BE,Wallonia,BrabantWallon,24842.0,,23.0,3.0,2020-12-25
BE,Flanders,Limburg,28517.0,,112.0,27.0,2020-12-25
BE,Wallonia,Namur,35080.0,,88.0,32.0,2020-12-25
BE,Flanders,VlaamsBrabant,48528.0,,106.0,33.0,2020-12-25
BE,Flanders,WestVlaanderen,52834.0,,358.0,60.0,2020-12-25
BE,Flanders,OostVlaanderen,63607.0,,376.0,71.0,2020-12-25
BE,Flanders,Antwerpen,78014.0,,400.0,86.0,2020-12-25
BE,Brussels,Brussels,80817.0,,273.0,70.0,2020-12-25
BE,Wallonia,Liège,96157.0,,196.0,47.0,2020-12-25
BE,Wallonia,Hainaut,101207.0,,295.0,73.0,2020-12-25
BE,Flanders,,,25.0,,,2020-12-25
