country,nuts_1,nuts_2,cases,deaths,hospitalized,intensive_care,datetime
BE,MISSING,MISSING,1250.0,,,,2020-05-18
BE,Wallonia,Luxembourg,1363.0,,31.0,3.0,2020-05-18
BE,Wallonia,BrabantWallon,1414.0,,16.0,4.0,2020-05-18
BE,Wallonia,Namur,2243.0,,72.0,13.0,2020-05-18
BE,Flanders,VlaamsBrabant,5191.0,,58.0,13.0,2020-05-18
BE,Brussels,Brussels,5734.0,,281.0,66.0,2020-05-18
BE,Flanders,Limburg,5990.0,,122.0,28.0,2020-05-18
BE,Flanders,WestVlaanderen,6294.0,,235.0,43.0,2020-05-18
BE,Flanders,OostVlaanderen,6347.0,,156.0,39.0,2020-05-18
BE,Wallonia,Hainaut,6472.0,,228.0,37.0,2020-05-18
BE,Wallonia,Liège,6684.0,,135.0,31.0,2020-05-18
BE,Flanders,Antwerpen,7702.0,,296.0,68.0,2020-05-18
