country,nuts_3,nuts_3_code,cases,deaths,tests,hospitalized,intensive_care,datetime
CH,Schwyz,SZ,405.0,25.0,,,,2020-08-01
CH,Lucerne,LU,878.0,20.0,,13.0,8.0,2020-08-01
CH,Basel-Stadt,BS,1064.0,52.0,,,,2020-08-01
CH,Berne,BE,2124.0,97.0,,,,2020-08-01
CH,,,35346.0,1981.0,55021.0,135.0,25.0,2020-08-01
CH,Aargau,AG,,,,,,2020-08-01
CH,Appenzell Innerrhoden,AI,,,,,,2020-08-01
CH,Appenzell Ausserrhoden,AR,,,,,,2020-08-01
CH,Basel-Landschaft,BL,,,,,,2020-08-01
CH,Fribourg,FR,,,,,,2020-08-01
CH,Geneva,GE,,,,,,2020-08-01
CH,Glarus,GL,,,,,,2020-08-01
CH,Grisons,GR,,,,,,2020-08-01
CH,Jura,JU,,,,,,2020-08-01
CH,Neuchâtel,NE,,,,,,2020-08-01
CH,Nidwalden,NW,,,,,,2020-08-01
CH,Obwalden,OW,,,,,,2020-08-01
CH,St. Gallen,SG,,,,,,2020-08-01
CH,Schaffhausen,SH,,,,,,2020-08-01
CH,Solothurn,SO,,,,,,2020-08-01
CH,Thurgau,TG,,,,,,2020-08-01
CH,Ticino,TI,,,,,,2020-08-01
CH,Uri,UR,,,,,,2020-08-01
CH,Vaud,VD,,,,,,2020-08-01
CH,Valais,VS,,,,,,2020-08-01
CH,Zug,ZG,,,,,,2020-08-01
CH,Zürich,ZH,,,,,,2020-08-01
