country,nuts_3,nuts_3_code,cases,deaths,tests,hospitalized,intensive_care,datetime
CH,Appenzell Innerrhoden,AI,471.0,8.0,,,,2020-11-13
CH,Uri,UR,643.0,9.0,,5.0,,2020-11-13
CH,Obwalden,OW,664.0,10.0,,14.0,,2020-11-13
CH,Nidwalden,NW,744.0,8.0,,4.0,3.0,2020-11-13
CH,Glarus,GL,752.0,16.0,,16.0,4.0,2020-11-13
CH,Appenzell Ausserrhoden,AR,1161.0,12.0,,21.0,2.0,2020-11-13
CH,Schaffhausen,SH,1200.0,17.0,,13.0,2.0,2020-11-13
CH,Zug,ZG,2506.0,17.0,,24.0,6.0,2020-11-13
CH,Jura,JU,3220.0,58.0,,54.0,7.0,2020-11-13
CH,Grisons,GR,3727.0,72.0,,55.0,8.0,2020-11-13
CH,Basel-Stadt,BS,3751.0,56.0,,106.0,24.0,2020-11-13
CH,Schwyz,SZ,4190.0,76.0,,,,2020-11-13
CH,Solothurn,SO,4354.0,39.0,,56.0,13.0,2020-11-13
CH,Basel-Landschaft,BL,4389.0,49.0,,55.0,7.0,2020-11-13
CH,Thurgau,TG,4948.0,71.0,,60.0,13.0,2020-11-13
CH,Lucerne,LU,7864.0,58.0,,67.0,,2020-11-13
CH,Neuchâtel,NE,8107.0,138.0,,137.0,19.0,2020-11-13
CH,Ticino,TI,11876.0,421.0,,303.0,33.0,2020-11-13
CH,Aargau,AG,12284.0,121.0,,115.0,25.0,2020-11-13
CH,St. Gallen,SG,12917.0,,,,,2020-11-13
CH,Fribourg,FR,17517.0,253.0,,184.0,21.0,2020-11-13
CH,Valais,VS,19815.0,376.0,,270.0,35.0,2020-11-13
CH,Berne,BE,21832.0,233.0,,348.0,54.0,2020-11-13
CH,Geneva,GE,32390.0,419.0,,600.0,29.0,2020-11-13
CH,Zürich,ZH,33804.0,270.0,,294.0,66.0,2020-11-13
CH,Vaud,VD,41353.0,465.0,,461.0,86.0,2020-11-13
CH,,,256479.0,3430.0,235677.0,3425.0,502.0,2020-11-13
