country,nuts_3,nuts_3_code,cases,deaths,tests,hospitalized,intensive_care,datetime
CH,Nidwalden,NW,144.0,3.0,,1.0,1.0,2020-09-26
CH,Jura,JU,310.0,7.0,,2.0,0.0,2020-09-26
CH,Zug,ZG,429.0,9.0,,3.0,0.0,2020-09-26
CH,Schwyz,SZ,567.0,25.0,,,,2020-09-26
CH,Thurgau,TG,709.0,19.0,,3.0,1.0,2020-09-26
CH,Grisons,GR,1075.0,50.0,,3.0,0.0,2020-09-26
CH,Neuchâtel,NE,1090.0,88.0,,1.0,0.0,2020-09-26
CH,Basel-Landschaft,BL,1174.0,37.0,,1.0,0.0,2020-09-26
CH,Basel-Stadt,BS,1305.0,54.0,,3.0,0.0,2020-09-26
CH,St. Gallen,SG,1619.0,,,,,2020-09-26
CH,Fribourg,FR,2367.0,102.0,,9.0,3.0,2020-09-26
CH,Aargau,AG,2591.0,54.0,,,,2020-09-26
CH,Valais,VS,2645.0,156.0,,10.0,1.0,2020-09-26
CH,Berne,BE,3373.0,101.0,,,,2020-09-26
CH,Zürich,ZH,7751.0,146.0,,32.0,,2020-09-26
CH,Geneva,GE,8266.0,311.0,,23.0,2.0,2020-09-26
CH,Vaud,VD,10220.0,317.0,,35.0,5.0,2020-09-26
CH,,,52146.0,1942.0,72603.0,186.0,23.0,2020-09-26
CH,Appenzell Innerrhoden,AI,,,,,,2020-09-26
CH,Appenzell Ausserrhoden,AR,,,,,,2020-09-26
CH,Glarus,GL,,,,,0.0,2020-09-26
CH,Lucerne,LU,,,,,,2020-09-26
CH,Obwalden,OW,,,,,,2020-09-26
CH,Schaffhausen,SH,,,,,,2020-09-26
CH,Solothurn,SO,,,,,,2020-09-26
CH,Ticino,TI,,,,,,2020-09-26
CH,Uri,UR,,,,,,2020-09-26
