country,nuts_3,nuts_3_code,cases,deaths,tests,hospitalized,intensive_care,datetime
CH,Appenzell Innerrhoden,AI,598.0,15.0,,,,2020-12-10
CH,Uri,UR,1053.0,30.0,,6.0,,2020-12-10
CH,Nidwalden,NW,1090.0,10.0,,7.0,1.0,2020-12-10
CH,Obwalden,OW,1144.0,26.0,,4.0,,2020-12-10
CH,Glarus,GL,1150.0,25.0,,10.0,,2020-12-10
CH,Appenzell Ausserrhoden,AR,1919.0,31.0,,17.0,2.0,2020-12-10
CH,Schaffhausen,SH,2262.0,40.0,,23.0,3.0,2020-12-10
CH,Zug,ZG,3851.0,45.0,,18.0,4.0,2020-12-10
CH,Jura,JU,3939.0,98.0,,16.0,2.0,2020-12-10
CH,Schwyz,SZ,5778.0,110.0,,,,2020-12-10
CH,Grisons,GR,6237.0,110.0,,33.0,9.0,2020-12-10
CH,Basel-Stadt,BS,6381.0,100.0,,122.0,17.0,2020-12-10
CH,Solothurn,SO,7752.0,114.0,,56.0,12.0,2020-12-10
CH,Basel-Landschaft,BL,8183.0,99.0,,63.0,8.0,2020-12-10
CH,Thurgau,TG,8695.0,132.0,,61.0,23.0,2020-12-10
CH,Neuchâtel,NE,10470.0,278.0,,91.0,6.0,2020-12-10
CH,Lucerne,LU,12445.0,139.0,,87.0,,2020-12-10
CH,Ticino,TI,18106.0,615.0,,309.0,42.0,2020-12-10
CH,Aargau,AG,21063.0,255.0,,156.0,33.0,2020-12-10
CH,St. Gallen,SG,21500.0,344.0,,151.0,32.0,2020-12-10
CH,Fribourg,FR,21610.0,371.0,,73.0,15.0,2020-12-10
CH,Valais,VS,23768.0,551.0,,103.0,19.0,2020-12-10
CH,Berne,BE,33399.0,482.0,,262.0,56.0,2020-12-10
CH,Vaud,VD,51802.0,713.0,,316.0,64.0,2020-12-10
CH,Zürich,ZH,52983.0,565.0,,385.0,90.0,2020-12-10
CH,,,365096.0,5902.0,237692.0,2552.0,470.0,2020-12-10
CH,Geneva,GE,,,,169.0,16.0,2020-12-10
