country,nuts_3,nuts_3_code,cases,deaths,tests,hospitalized,intensive_care,datetime
CH,Appenzell Innerrhoden,AI,25.0,0.0,,,,2020-09-07
CH,Obwalden,OW,107.0,0.0,,0.0,,2020-09-07
CH,Nidwalden,NW,138.0,3.0,,1.0,1.0,2020-09-07
CH,Uri,UR,138.0,7.0,,0.0,,2020-09-07
CH,Appenzell Ausserrhoden,AR,139.0,3.0,,0.0,0.0,2020-09-07
CH,Glarus,GL,166.0,13.0,,0.0,0.0,2020-09-07
CH,Schaffhausen,SH,168.0,8.0,,0.0,0.0,2020-09-07
CH,Jura,JU,274.0,7.0,,5.0,0.0,2020-09-07
CH,Zug,ZG,377.0,9.0,,1.0,0.0,2020-09-07
CH,Schwyz,SZ,508.0,25.0,,,,2020-09-07
CH,Thurgau,TG,595.0,19.0,,4.0,2.0,2020-09-07
CH,Solothurn,SO,731.0,18.0,,1.0,,2020-09-07
CH,Neuchâtel,NE,928.0,85.0,,2.0,0.0,2020-09-07
CH,Grisons,GR,1023.0,50.0,,1.0,0.0,2020-09-07
CH,Lucerne,LU,1092.0,21.0,,8.0,2.0,2020-09-07
CH,Basel-Landschaft,BL,1104.0,35.0,,0.0,0.0,2020-09-07
CH,Basel-Stadt,BS,1247.0,54.0,,4.0,1.0,2020-09-07
CH,St. Gallen,SG,1341.0,41.0,,8.0,1.0,2020-09-07
CH,Fribourg,FR,1897.0,87.0,,5.0,1.0,2020-09-07
CH,Aargau,AG,2240.0,52.0,,9.0,4.0,2020-09-07
CH,Valais,VS,2405.0,155.0,,4.0,0.0,2020-09-07
CH,Berne,BE,2681.0,99.0,,3.0,2.0,2020-09-07
CH,Ticino,TI,3561.0,350.0,,0.0,0.0,2020-09-07
CH,Zürich,ZH,6556.0,142.0,,34.0,,2020-09-07
CH,Geneva,GE,7364.0,298.0,,14.0,1.0,2020-09-07
CH,Vaud,VD,7983.0,308.0,,23.0,2.0,2020-09-07
CH,,,44788.0,1889.0,72603.0,129.0,17.0,2020-09-07
