country,nuts_3,nuts_3_code,cases,deaths,tests,hospitalized,intensive_care,datetime
CH,Appenzell Innerrhoden,AI,42.0,0.0,,,,2020-10-02
CH,Obwalden,OW,124.0,0.0,,0.0,,2020-10-02
CH,Uri,UR,146.0,7.0,,0.0,,2020-10-02
CH,Nidwalden,NW,154.0,4.0,,1.0,0.0,2020-10-02
CH,Appenzell Ausserrhoden,AR,185.0,3.0,,3.0,0.0,2020-10-02
CH,Glarus,GL,186.0,13.0,,0.0,0.0,2020-10-02
CH,Schaffhausen,SH,206.0,8.0,,1.0,0.0,2020-10-02
CH,Jura,JU,327.0,7.0,,8.0,1.0,2020-10-02
CH,Zug,ZG,450.0,9.0,,0.0,0.0,2020-10-02
CH,Schwyz,SZ,602.0,25.0,,,,2020-10-02
CH,Thurgau,TG,751.0,19.0,,3.0,1.0,2020-10-02
CH,Solothurn,SO,893.0,18.0,,4.0,,2020-10-02
CH,Grisons,GR,1117.0,50.0,,2.0,0.0,2020-10-02
CH,Neuchâtel,NE,1162.0,90.0,,2.0,0.0,2020-10-02
CH,Basel-Landschaft,BL,1191.0,37.0,,0.0,0.0,2020-10-02
CH,Lucerne,LU,1234.0,24.0,,,,2020-10-02
CH,Basel-Stadt,BS,1326.0,54.0,,1.0,1.0,2020-10-02
CH,St. Gallen,SG,1754.0,,,,,2020-10-02
CH,Fribourg,FR,2465.0,102.0,,6.0,2.0,2020-10-02
CH,Aargau,AG,2662.0,55.0,,10.0,2.0,2020-10-02
CH,Valais,VS,2737.0,157.0,,42.0,1.0,2020-10-02
CH,Berne,BE,3608.0,104.0,,27.0,1.0,2020-10-02
CH,Ticino,TI,3661.0,350.0,,1.0,0.0,2020-10-02
CH,Zürich,ZH,8215.0,148.0,,23.0,8.0,2020-10-02
CH,Geneva,GE,8572.0,295.0,,36.0,3.0,2020-10-02
CH,Vaud,VD,10699.0,318.0,,53.0,5.0,2020-10-02
CH,,,54469.0,1938.0,72603.0,236.0,28.0,2020-10-02
