country,nuts_3,nuts_3_code,cases,deaths,tests,hospitalized,intensive_care,datetime
CH,Appenzell Innerrhoden,AI,25.0,0.0,,,,2020-07-01
CH,Obwalden,OW,83.0,0.0,,0.0,,2020-07-01
CH,Schaffhausen,SH,83.0,7.0,,2.0,0.0,2020-07-01
CH,Appenzell Ausserrhoden,AR,103.0,3.0,,3.0,0.0,2020-07-01
CH,Uri,UR,103.0,7.0,,0.0,,2020-07-01
CH,Nidwalden,NW,124.0,3.0,,0.0,0.0,2020-07-01
CH,Glarus,GL,129.0,13.0,,0.0,,2020-07-01
CH,Jura,JU,222.0,7.0,,0.0,0.0,2020-07-01
CH,Zug,ZG,227.0,9.0,,0.0,0.0,2020-07-01
CH,Schwyz,SZ,332.0,23.0,,,,2020-07-01
CH,Thurgau,TG,398.0,18.0,,3.0,0.0,2020-07-01
CH,Solothurn,SO,461.0,17.0,,,,2020-07-01
CH,Neuchâtel,NE,748.0,,,1.0,0.0,2020-07-01
CH,Lucerne,LU,763.0,20.0,,9.0,2.0,2020-07-01
CH,Grisons,GR,836.0,50.0,,0.0,0.0,2020-07-01
CH,St. Gallen,SG,859.0,38.0,,,,2020-07-01
CH,Basel-Landschaft,BL,860.0,35.0,,0.0,0.0,2020-07-01
CH,Basel-Stadt,BS,985.0,50.0,,0.0,0.0,2020-07-01
CH,Fribourg,FR,1231.0,85.0,,3.0,0.0,2020-07-01
CH,Aargau,AG,1303.0,47.0,,,,2020-07-01
CH,Berne,BE,1939.0,97.0,,7.0,0.0,2020-07-01
CH,Valais,VS,2061.0,153.0,,10.0,2.0,2020-07-01
CH,Ticino,TI,3329.0,350.0,,2.0,0.0,2020-07-01
CH,Zürich,ZH,3853.0,131.0,,13.0,,2020-07-01
CH,Geneva,GE,5393.0,295.0,,9.0,3.0,2020-07-01
CH,Vaud,VD,5587.0,424.0,,30.0,4.0,2020-07-01
CH,,,32037.0,1965.0,37875.0,114.0,15.0,2020-07-01
