country,nuts_3,nuts_3_code,cases,deaths,tests,hospitalized,intensive_care,datetime
CH,Obwalden,OW,94.0,0.0,,0.0,,2020-08-06
CH,Appenzell Ausserrhoden,AR,110.0,3.0,,0.0,0.0,2020-08-06
CH,Uri,UR,117.0,7.0,,0.0,,2020-08-06
CH,Nidwalden,NW,130.0,3.0,,0.0,0.0,2020-08-06
CH,Schaffhausen,SH,132.0,8.0,,6.0,2.0,2020-08-06
CH,Glarus,GL,145.0,13.0,,0.0,,2020-08-06
CH,Jura,JU,260.0,7.0,,0.0,0.0,2020-08-06
CH,Zug,ZG,296.0,9.0,,1.0,,2020-08-06
CH,Schwyz,SZ,416.0,25.0,,,,2020-08-06
CH,Thurgau,TG,475.0,19.0,,2.0,0.0,2020-08-06
CH,Solothurn,SO,545.0,18.0,,3.0,,2020-08-06
CH,Neuchâtel,NE,790.0,83.0,,1.0,0.0,2020-08-06
CH,Lucerne,LU,910.0,21.0,,13.0,5.0,2020-08-06
CH,Grisons,GR,937.0,50.0,,1.0,0.0,2020-08-06
CH,Basel-Landschaft,BL,943.0,35.0,,3.0,0.0,2020-08-06
CH,St. Gallen,SG,1046.0,40.0,,,,2020-08-06
CH,Basel-Stadt,BS,1081.0,52.0,,8.0,0.0,2020-08-06
CH,Fribourg,FR,1373.0,85.0,,1.0,1.0,2020-08-06
CH,Aargau,AG,1669.0,50.0,,,,2020-08-06
CH,Valais,VS,2173.0,153.0,,4.0,1.0,2020-08-06
CH,Berne,BE,2177.0,97.0,,,,2020-08-06
CH,Ticino,TI,3446.0,350.0,,3.0,0.0,2020-08-06
CH,Zürich,ZH,4673.0,138.0,,25.0,,2020-08-06
CH,Geneva,GE,6101.0,296.0,,16.0,2.0,2020-08-06
CH,Vaud,VD,6131.0,425.0,,10.0,4.0,2020-08-06
CH,,,36195.0,1987.0,58680.0,125.0,22.0,2020-08-06
CH,Appenzell Innerrhoden,AI,,,,,,2020-08-06
