country,nuts_3,nuts_3_code,cases,deaths,tests,hospitalized,intensive_care,datetime
CH,Schaffhausen,SH,165.0,8.0,,0.0,0.0,2020-09-01
CH,Glarus,GL,166.0,13.0,,0.0,,2020-09-01
CH,Zug,ZG,353.0,9.0,,4.0,,2020-09-01
CH,Schwyz,SZ,491.0,25.0,,,,2020-09-01
CH,Lucerne,LU,1064.0,21.0,,10.0,3.0,2020-09-01
CH,Basel-Stadt,BS,1219.0,54.0,,3.0,0.0,2020-09-01
CH,Fribourg,FR,1703.0,85.0,,5.0,0.0,2020-09-01
CH,Ticino,TI,3543.0,350.0,,1.0,0.0,2020-09-01
CH,,,42162.0,2010.0,67515.0,102.0,16.0,2020-09-01
CH,Aargau,AG,,,,,,2020-09-01
CH,Appenzell Innerrhoden,AI,,,,,,2020-09-01
CH,Appenzell Ausserrhoden,AR,,,,,,2020-09-01
CH,Berne,BE,,,,,,2020-09-01
CH,Basel-Landschaft,BL,,,,,,2020-09-01
CH,Geneva,GE,,,,,,2020-09-01
CH,Grisons,GR,,,,,,2020-09-01
CH,Jura,JU,,,,,,2020-09-01
CH,Neuchâtel,NE,,,,,,2020-09-01
CH,Nidwalden,NW,,,,,,2020-09-01
CH,Obwalden,OW,,,,,,2020-09-01
CH,St. Gallen,SG,,,,,,2020-09-01
CH,Solothurn,SO,,,,,,2020-09-01
CH,Thurgau,TG,,,,,,2020-09-01
CH,Uri,UR,,,,,,2020-09-01
CH,Vaud,VD,,,,,,2020-09-01
CH,Valais,VS,,,,,,2020-09-01
CH,Zürich,ZH,,,,,,2020-09-01
