country,nuts_3,nuts_3_code,cases,deaths,tests,hospitalized,intensive_care,datetime
CH,Schaffhausen,SH,78.0,6.0,,8.0,2.0,2020-05-26
CH,Obwalden,OW,82.0,0.0,,0.0,,2020-05-26
CH,Uri,UR,93.0,7.0,,0.0,,2020-05-26
CH,Nidwalden,NW,123.0,3.0,,0.0,0.0,2020-05-26
CH,Glarus,GL,128.0,12.0,,0.0,,2020-05-26
CH,Zug,ZG,202.0,8.0,,1.0,0.0,2020-05-26
CH,Jura,JU,204.0,7.0,,3.0,2.0,2020-05-26
CH,Schwyz,SZ,307.0,23.0,,,,2020-05-26
CH,Thurgau,TG,380.0,18.0,,5.0,2.0,2020-05-26
CH,Solothurn,SO,439.0,17.0,,,,2020-05-26
CH,Neuchâtel,NE,725.0,83.0,,4.0,1.0,2020-05-26
CH,Lucerne,LU,734.0,20.0,,25.0,4.0,2020-05-26
CH,St. Gallen,SG,791.0,36.0,,,,2020-05-26
CH,Grisons,GR,827.0,49.0,,4.0,2.0,2020-05-26
CH,Basel-Landschaft,BL,875.0,35.0,,0.0,0.0,2020-05-26
CH,Basel-Stadt,BS,976.0,50.0,,4.0,2.0,2020-05-26
CH,Fribourg,FR,1156.0,84.0,,7.0,3.0,2020-05-26
CH,Aargau,AG,1200.0,47.0,,5.0,1.0,2020-05-26
CH,Berne,BE,1881.0,96.0,,18.0,2.0,2020-05-26
CH,Valais,VS,1916.0,152.0,,17.0,4.0,2020-05-26
CH,Ticino,TI,3308.0,348.0,,50.0,4.0,2020-05-26
CH,Zürich,ZH,3584.0,130.0,,19.0,,2020-05-26
CH,Geneva,GE,5335.0,294.0,35265.0,13.0,1.0,2020-05-26
CH,Vaud,VD,5446.0,300.0,,34.0,9.0,2020-05-26
CH,,,30914.0,1828.0,35907.0,237.0,41.0,2020-05-26
CH,Appenzell Innerrhoden,AI,,,,,,2020-05-26
CH,Appenzell Ausserrhoden,AR,,,,,,2020-05-26
