country,nuts_3,nuts_3_code,cases,deaths,tests,hospitalized,intensive_care,datetime
CH,Appenzell Innerrhoden,AI,25.0,0.0,,,,2020-06-17
CH,Schaffhausen,SH,81.0,7.0,,1.0,0.0,2020-06-17
CH,Obwalden,OW,82.0,0.0,,0.0,,2020-06-17
CH,Nidwalden,NW,124.0,3.0,,0.0,0.0,2020-06-17
CH,Glarus,GL,128.0,13.0,,0.0,,2020-06-17
CH,Jura,JU,206.0,7.0,,1.0,0.0,2020-06-17
CH,Zug,ZG,215.0,9.0,,0.0,0.0,2020-06-17
CH,Schwyz,SZ,308.0,23.0,,,,2020-06-17
CH,Thurgau,TG,385.0,18.0,,0.0,0.0,2020-06-17
CH,Solothurn,SO,449.0,17.0,,,,2020-06-17
CH,Neuchâtel,NE,739.0,,,2.0,0.0,2020-06-17
CH,Lucerne,LU,740.0,20.0,,13.0,2.0,2020-06-17
CH,St. Gallen,SG,820.0,38.0,,,,2020-06-17
CH,Grisons,GR,830.0,50.0,,0.0,0.0,2020-06-17
CH,Basel-Landschaft,BL,847.0,35.0,,0.0,0.0,2020-06-17
CH,Basel-Stadt,BS,984.0,50.0,,3.0,2.0,2020-06-17
CH,Fribourg,FR,1183.0,84.0,,3.0,1.0,2020-06-17
CH,Aargau,AG,1231.0,,,,,2020-06-17
CH,Valais,VS,1987.0,153.0,,13.0,1.0,2020-06-17
CH,Ticino,TI,3323.0,350.0,,6.0,0.0,2020-06-17
CH,Zürich,ZH,3678.0,130.0,,8.0,,2020-06-17
CH,Geneva,GE,5232.0,,,6.0,1.0,2020-06-17
CH,Vaud,VD,5499.0,423.0,,28.0,3.0,2020-06-17
CH,,,31216.0,1959.0,37875.0,105.0,13.0,2020-06-17
CH,Appenzell Ausserrhoden,AR,,,,,,2020-06-17
CH,Berne,BE,,97.0,,3.0,0.0,2020-06-17
CH,Uri,UR,,,,,,2020-06-17
