country,nuts_3,nuts_3_code,cases,deaths,tests,hospitalized,intensive_care,datetime
CH,Appenzell Innerrhoden,AI,25.0,0.0,,,,2020-08-19
CH,Obwalden,OW,99.0,0.0,,1.0,,2020-08-19
CH,Appenzell Ausserrhoden,AR,125.0,3.0,,1.0,0.0,2020-08-19
CH,Uri,UR,129.0,7.0,,0.0,,2020-08-19
CH,Nidwalden,NW,131.0,3.0,,0.0,0.0,2020-08-19
CH,Glarus,GL,154.0,13.0,,0.0,,2020-08-19
CH,Schaffhausen,SH,159.0,8.0,,8.0,0.0,2020-08-19
CH,Jura,JU,263.0,7.0,,0.0,0.0,2020-08-19
CH,Zug,ZG,319.0,9.0,,0.0,,2020-08-19
CH,Schwyz,SZ,451.0,25.0,,,,2020-08-19
CH,Thurgau,TG,543.0,19.0,,4.0,1.0,2020-08-19
CH,Solothurn,SO,635.0,18.0,,1.0,,2020-08-19
CH,Neuchâtel,NE,832.0,84.0,,0.0,0.0,2020-08-19
CH,Grisons,GR,964.0,50.0,,2.0,0.0,2020-08-19
CH,Basel-Landschaft,BL,983.0,35.0,,1.0,1.0,2020-08-19
CH,Lucerne,LU,995.0,21.0,,8.0,4.0,2020-08-19
CH,Basel-Stadt,BS,1160.0,53.0,,10.0,0.0,2020-08-19
CH,St. Gallen,SG,1187.0,41.0,,,,2020-08-19
CH,Fribourg,FR,1451.0,85.0,,4.0,1.0,2020-08-19
CH,Aargau,AG,1881.0,51.0,,,,2020-08-19
CH,Valais,VS,2265.0,154.0,,6.0,1.0,2020-08-19
CH,Berne,BE,2341.0,98.0,,7.0,1.0,2020-08-19
CH,Ticino,TI,3486.0,350.0,,0.0,0.0,2020-08-19
CH,Zürich,ZH,5303.0,139.0,,32.0,,2020-08-19
CH,Vaud,VD,6488.0,430.0,,13.0,5.0,2020-08-19
CH,Geneva,GE,6672.0,297.0,,11.0,0.0,2020-08-19
CH,,,39041.0,2000.0,64284.0,120.0,16.0,2020-08-19
